"Distance[m]" "Pseudodepth[m]" "Apparent resistivity[ohmm]"
2350 100 596.903
2300 80 1110.867
2320 80 1397.380
2340 80 1206.372
2360 80 1251.611
2380 80 1080.708
2370 60 2082.876
2390 60 2150.734
2410 60 1445.761
2330 60 1996.168
2350 60 1901.920
2400 40 2885.239
2420 40 3005.876
2440 40 2883.982
2360 40 3630.424
2380 40 2954.354
2430 20 4165.752
2390 20 4517.610
2450 20 4021.239
2410 20 4461.062
2470 20 4699.823
2380 120 520.248
2400 120 655.965
2420 120 569.257
2370 100 811.473
2390 100 1206.372
2410 100 691.150
2430 100 578.053
2450 100 567.057
2400 80 1123.434
2420 80 868.839
2440 80 927.901
2460 80 1083.221
2480 80 1259.150
2470 60 1960.354
2490 60 1982.973
2510 60 2116.805
2430 60 1477.805
2450 60 1705.885
2500 40 3118.973
2520 40 2895.292
2540 40 2866.389
2460 40 2514.531
2480 40 3214.478
2530 20 3832.743
2490 20 4322.831
2550 20 3631.681
2510 20 4329.115
2570 20 3581.416
2480 120 326.851
2500 120 517.986
2520 120 437.310
2470 100 497.628
2490 100 659.734
2510 100 686.752
2530 100 731.363
2550 100 698.690
2500 80 1148.566
2520 80 1208.885
2540 80 1058.088
2560 80 953.536
2580 80 1103.327
2570 60 1720.964
2590 60 2030.097
2610 60 1926.425
2530 60 1741.699
2550 60 1494.770
2600 40 2895.292
2620 40 2752.035
2640 40 2354.938
2560 40 2643.964
2580 40 2606.265
2630 20 2764.602
2590 20 3430.619
2650 20 2946.814
2610 20 3480.885
2670 20 2607.522
2580 120 766.423
2600 120 384.908
2620 120 350.225
2570 100 641.513
2590 100 659.420
2610 100 660.991
2630 100 690.836
2650 100 715.026
2600 80 1153.593
2620 80 1311.929
2640 80 1080.708
2660 80 1045.522
2680 80 946.750
2670 60 1581.478
2690 60 1598.442
2710 60 1704.000
2630 60 1937.734
2650 60 1741.699
2700 40 2388.867
2720 40 2642.708
2740 40 3047.345
2660 40 2457.982
2680 40 2611.292
2730 20 3506.017
2690 20 2764.602
2750 20 5240.177
2710 20 3041.062
2770 20 4875.752
2680 120 389.055
2700 120 609.218
2720 120 606.956
2670 100 568.628
2690 100 578.053
2710 100 705.916
2730 100 824.354
2750 100 706.858
2700 80 980.680
2720 80 1161.133
2740 80 1234.018
2760 80 1208.885
2780 80 1588.389
2770 60 2171.469
2790 60 2431.593
2810 60 1892.495
2730 60 1928.310
2750 60 1869.876
2800 40 3606.548
2820 40 3715.876
2840 40 3328.832
2760 40 3358.991
2780 40 3210.708
2830 20 6446.548
2790 20 7301.061
2850 20 5139.646
2810 20 5573.185
2870 20 5441.238
2780 120 369.451
2800 120 437.310
2820 120 792.435
2770 100 1060.916
2790 100 739.845
2810 100 609.469
2830 100 722.566
2850 100 849.487
2800 80 1234.018
2820 80 1035.469
2840 80 919.858
2860 80 1048.035
2880 80 1869.876
2870 60 1683.265
2890 60 2369.389
2910 60 2350.540
2830 60 1698.345
2850 60 1830.292
2900 40 3244.637
2920 40 2855.079
2940 40 2412.743
2860 40 3435.646
2880 40 3761.115
2930 20 4461.062
2890 20 5114.513
2950 20 4260.000
2910 20 5504.070
2970 20 3242.124
2880 120 314.034
2900 120 321.196
2920 120 370.582
2870 100 606.642
2890 100 597.531
2910 100 555.434
2930 100 659.420
2950 100 405.894
2900 80 1153.593
2920 80 1186.265
2940 80 847.727
2960 80 600.673
2980 80 606.202
2970 60 1257.265
2990 60 1178.097
3010 60 1475.920
2930 60 1875.531
2950 60 1421.257
3000 40 2037.009
3020 40 2542.177
3040 40 2767.115
2960 40 2444.159
2980 40 2047.062
3030 20 4285.132
2990 20 3072.478
3050 20 4850.619
3010 20 3059.911
3070 20 5529.203
2980 120 302.347
3000 120 255.977
3020 120 301.593
2970 100 497.628
2990 100 351.544
3010 100 302.221
3030 100 402.124
3050 100 439.823
3000 80 618.265
3020 80 598.159
3040 80 735.384
3060 80 1181.239
3080 80 1216.425
3070 60 1389.212
3090 60 2239.327
3110 60 1347.743
3030 60 1357.168
3050 60 1327.009
3100 40 3010.902
3120 40 3448.212
3140 40 2694.230
3060 40 2622.602
3080 40 2289.593
3130 20 6283.185
3090 20 6270.619
3150 20 4593.008
3110 20 5529.203
3170 20 5680.000
2945 30 3374.071
3035 30 3807.610
2955 30 3307.155
3045 30 3826.460
2965 30 2659.672
3055 30 3498.478
2975 30 2846.283
2985 30 2516.416
2995 30 2743.553
3005 30 2619.146
3015 30 3015.929
3025 30 3310.924
2940 20 4234.867
3000 20 3518.584
3060 20 5139.646
2960 20 3920.708
3020 20 3895.575
2980 20 2827.433
3040 20 5397.256
2922.5 15 5310.862
2967.5 15 4137.478
3012.5 15 3298.672
3057.5 15 5428.672
2927.5 15 5145.929
2972.5 15 3656.814
3017.5 15 3576.703
3062.5 15 5013.982
2932.5 15 4891.460
2977.5 15 3011.217
3022.5 15 4938.584
3067.5 15 5857.500
2937.5 15 5155.354
2982.5 15 3072.478
3027.5 15 4966.858
3072.5 15 7464.424
2942.5 15 4985.708
2987.5 15 3166.725
3032.5 15 4966.858
3077.5 15 7549.247
2947.5 15 4844.336
2992.5 15 3534.292
3037.5 15 4853.761
2952.5 15 4203.451
2997.5 15 3590.840
3042.5 15 5871.637
2957.5 15 3892.433
3002.5 15 3609.690
3047.5 15 6710.442
2962.5 15 4014.955
3007.5 15 3015.929
3052.5 15 6719.867
2915 10 5353.274
2945 10 6788.982
2975 10 3480.885
3005 10 3776.194
3035 10 5918.761
3065 10 6223.495
2920 10 6433.982
2950 10 5365.840
2980 10 3430.619
3010 10 3449.469
3040 10 5925.044
3070 10 7483.274
2925 10 7018.318
2955 10 3996.106
2985 10 3468.318
3015 10 3707.079
3045 10 7533.539
3075 10 7715.752
2930 10 6072.699
2960 10 4297.699
2990 10 3562.566
3020 10 4951.150
3050 10 8507.433
3080 10 6999.468
2935 10 5101.946
2965 10 5139.646
2995 10 3719.646
3025 10 6163.805
3055 10 7194.247
3085 10 6044.424
2940 10 6069.557
2970 10 4134.336
3000 10 4165.752
3030 10 5830.796
3060 10 5497.787
2907.5 5 9676.105
2922.5 5 12252.211
2937.5 5 9016.371
2952.5 5 8356.636
2967.5 5 7225.663
2982.5 5 6503.097
2997.5 5 6628.760
3012.5 5 4459.491
3027.5 5 11655.309
3042.5 5 13069.025
3057.5 5 8922.123
3072.5 5 7634.070
3087.5 5 8450.884
2912.5 5 9801.769
2927.5 5 9110.619
2942.5 5 10964.158
2957.5 5 9079.203
2972.5 5 4511.327
2987.5 5 5378.407
3002.5 5 5136.504
3017.5 5 9644.689
3032.5 5 11089.822
3047.5 5 11152.654
3062.5 5 7068.583
3077.5 5 11309.734
3092.5 5 10304.424
2917.5 5 9393.362
2932.5 5 11152.654
2947.5 5 10053.096
2962.5 5 6408.849
2977.5 5 5419.247
2992.5 5 6565.929
3007.5 5 7979.645
3022.5 5 7791.150
3037.5 5 11969.468
3052.5 5 12660.618
3067.5 5 10869.911
3082.5 5 9299.114
3080 120 689.894
3100 120 437.310
3120 120 814.301
3070 100 647.796
3090 100 641.513
3110 100 404.323
3130 100 659.734
3100 80 668.531
3120 80 889.699
3140 80 864.315
3180 80 660.991
3170 60 1319.469
3190 60 1436.336
3210 60 2096.071
3130 60 1409.947
3150 60 1406.177
3200 40 2851.309
3220 40 2713.079
3240 40 3273.540
3160 40 2548.460
3180 40 3193.115
3230 20 4869.469
3190 20 4762.654
3250 20 6421.415
3210 20 5472.654
3270 20 5227.610
3180 120 444.850
3200 120 657.096
3220 120 237.504
3170 100 759.009
3190 100 577.739
3210 100 395.212
3230 100 720.053
3250 100 426.314
3200 80 693.161
3220 80 1482.832
3240 80 790.676
3260 80 968.867
3280 80 670.290
3270 60 1617.292
3290 60 1351.513
3310 60 1587.133
3230 60 1732.274
3250 60 1394.867
3300 40 2777.168
3320 40 3296.159
3340 40 3353.964
3260 40 3073.734
3280 40 2843.770
3330 20 6056.991
3290 20 6063.274
3350 20 5516.637
3310 20 5390.973
3370 20 6019.292
3280 120 269.549
3300 120 534.950
3320 120 380.007
3270 100 470.296
3290 100 497.314
3310 100 475.009
3330 100 691.779
3350 100 462.757
3300 80 1020.389
3320 80 1005.310
3340 80 772.580
3360 80 686.375
3380 80 756.998
3370 60 1398.637
3390 60 1489.115
3410 60 1257.265
3330 60 1662.531
3350 60 1587.133
3400 40 2694.230
3420 40 3113.947
3440 40 2659.044
3360 40 3130.283
3380 40 2249.380
3430 20 4222.301
3390 20 4486.194
3450 20 3857.876
3410 20 4888.318
3470 20 4234.867
3380 120 211.115
3400 120 222.425
3420 120 187.365
3370 100 338.978
3390 100 336.465
3410 100 439.823
3430 100 378.562
3450 100 327.668
3400 80 715.529
3420 80 929.911
3440 80 573.780
3460 80 626.811
3480 80 643.650
3470 60 1140.398
3490 60 1215.796
3510 60 1259.150
3430 60 1479.690
3450 60 1443.876
3500 40 2474.318
3520 40 2259.433
3540 40 2505.734
3460 40 2307.186
3480 40 2364.991
3530 20 4002.389
3490 20 4184.601
3550 20 4599.292
3510 20 4693.539
3570 20 3556.283
3480 120 168.138
3500 120 209.607
3520 120 230.719
3470 100 361.597
3490 100 321.385
3510 100 383.903
3530 100 355.314
3550 100 282.429
3500 80 741.667
3520 80 630.580
3540 80 575.540
3560 80 566.492
3580 80 587.352
3570 60 1065.000
3590 60 1130.973
3610 60 1289.310
3530 60 1236.531
3550 60 1068.770
3600 40 2294.619
3620 40 2872.672
3640 40 2574.849
3560 40 2180.265
3580 40 1995.540
3630 20 4373.097
3590 20 3732.212
3650 20 4913.451
3610 20 4033.805
3670 20 5001.416
3580 120 209.230
3600 120 161.729
3620 120 181.333
3570 100 357.199
3590 100 295.310
3610 100 385.473
3630 100 288.712
3650 100 260.438
3600 80 621.784
3620 80 534.322
3640 80 551.915
3660 80 528.542
3680 80 579.310
3670 60 1149.823
3690 60 1168.672
3710 60 1426.911
3630 60 1296.849
3650 60 1187.522
3700 40 3151.646
3720 40 3186.832
3740 40 3149.132
3660 40 2436.619
3680 40 2635.168
3730 20 7194.247
3690 20 5918.761
3750 20 5516.637
3710 20 5208.761
3770 20 6949.203
3680 120 159.467
3700 120 248.814
3720 120 168.892
3670 100 318.243
3690 100 290.283
3710 100 288.084
3730 100 331.752
3750 100 254.469
3700 80 545.883
3720 80 554.680
3740 80 523.012
3760 80 730.357
3780 80 562.471
3770 60 1398.637
3790 60 1272.345
3810 60 1123.434
3730 60 1357.168
3750 60 1304.389
3800 40 3249.663
3820 40 2706.796
3840 40 2513.274
3760 40 2793.504
3780 40 3188.088
3830 20 6446.548
3790 20 6710.442
3850 20 5994.159
3810 20 6157.522
3870 20 5881.061
3780 120 168.892
3800 120 131.758
3820 120 231.096
3770 100 251.327
3790 100 220.540
3810 100 257.611
3830 100 256.668
3850 100 268.606
3800 80 492.602
3820 80 572.524
3840 80 496.120
3860 80 498.382
3880 80 492.602
3870 60 1114.009
3890 60 1193.177
3910 60 1040.495
3830 60 1255.380
3850 60 1168.672
3900 40 2229.274
3920 40 2254.407
3940 40 2303.416
3860 40 2989.540
3880 40 2729.416
3930 20 4687.256
3890 20 5145.929
3950 20 3795.044
3910 20 4549.026
3970 20 4863.185
3880 120 153.812
3900 120 110.609
3920 120 123.992
3870 100 184.097
3890 100 219.283
3910 100 210.801
3930 100 158.022
3950 100 165.562
3900 80 449.876
3920 80 495.869
3940 80 391.317
3960 80 390.814
3980 80 395.087
3970 60 904.779
3990 60 983.947
4010 60 852.000
3930 60 893.469
3950 60 897.239
4000 40 2123.717
4020 40 2161.416
4040 40 1965.380
3960 40 2194.088
3980 40 1982.973
4030 20 4096.637
3990 20 3970.973
4050 20 4184.601
4010 20 4963.716
4070 20 3556.283
3980 120 118.413
4000 120 110.948
4020 120 134.510
3970 100 180.956
3990 100 176.872
4010 100 202.004
4030 100 160.535
4050 100 137.916
4000 80 411.674
4020 80 385.034
4040 80 343.816
4060 80 360.906
4080 80 389.055
4070 60 784.142
4090 60 765.292
4110 60 842.575
4030 60 859.540
4050 60 731.740
4100 40 1975.433
4120 40 1755.522
4140 40 1580.849
4060 40 1697.717
4080 40 1849.770
4130 20 3380.354
4090 20 3550.000
4150 20 3983.539
4110 20 3964.690
4170 20 3380.354
3945 30 3412.712
4035 30 2879.270
3955 30 2724.703
4045 30 2721.876
3965 30 3244.009
4055 30 2490.026
3975 30 3028.181
3985 30 3238.354
3995 30 2963.150
4005 30 3322.234
4015 30 2966.920
4025 30 3520.155
3940 20 4429.646
4000 20 4146.902
4060 20 3681.947
3960 20 4071.504
4020 20 4448.495
3980 20 4379.380
4040 20 4058.938
3922.5 15 4990.420
3967.5 15 4721.814
4012.5 15 5079.955
4057.5 15 3911.283
3927.5 15 5230.752
3972.5 15 5739.690
4017.5 15 5230.752
4062.5 15 3515.442
3932.5 15 5353.274
3977.5 15 4693.539
4022.5 15 5136.504
4067.5 15 3675.663
3937.5 15 5004.557
3982.5 15 5197.765
4027.5 15 4910.309
4072.5 15 4401.371
3942.5 15 4575.730
3987.5 15 4212.876
4032.5 15 4655.840
4077.5 15 4561.593
3947.5 15 4382.522
3992.5 15 4957.433
4037.5 15 4128.053
3952.5 15 4938.584
3997.5 15 5042.256
4042.5 15 4486.194
3957.5 15 4354.247
4002.5 15 5701.991
4047.5 15 4816.062
3962.5 15 4882.035
4007.5 15 4731.239
4052.5 15 4665.265
3915 10 5755.398
3945 10 5309.292
3975 10 7740.884
4005 10 5654.867
4035 10 4932.300
4065 10 3129.026
3920 10 5265.309
3950 10 4768.938
3980 10 5566.902
4010 10 5893.628
4040 10 4926.017
4070 10 4216.017
3925 10 5761.681
3955 10 6151.238
3985 10 3952.124
4015 10 5397.256
4045 10 4247.433
4075 10 5057.964
3930 10 5868.495
3960 10 6547.079
3990 10 6107.256
4020 10 5692.566
4050 10 4310.265
4080 10 4523.893
3935 10 6352.300
3965 10 4027.522
3995 10 6854.955
4025 10 5887.345
4055 10 4844.336
4085 10 3889.292
3940 10 6289.468
3970 10 5390.973
4000 10 5290.442
4030 10 5114.513
4060 10 3713.363
3907.5 5 7571.238
3922.5 5 9361.946
3937.5 5 9110.619
3952.5 5 7539.822
3967.5 5 10398.672
3982.5 5 4498.761
3997.5 5 6942.920
4012.5 5 7099.999
4027.5 5 7194.247
4042.5 5 6628.760
4057.5 5 4706.106
4072.5 5 5456.946
4087.5 5 6044.424
3912.5 5 7288.495
3927.5 5 9990.265
3942.5 5 10084.512
3957.5 5 11152.654
3972.5 5 6723.008
3987.5 5 9676.105
4002.5 5 7131.415
4017.5 5 7948.229
4032.5 5 5546.482
4047.5 5 4954.292
4062.5 5 2893.407
4077.5 5 6471.681
4092.5 5 6148.097
3917.5 5 9079.203
3932.5 5 10178.760
3947.5 5 8670.796
3962.5 5 6283.185
3977.5 5 13100.441
3992.5 5 7005.752
4007.5 5 8388.052
4022.5 5 6267.477
4037.5 5 5865.353
4052.5 5 5461.659
4067.5 5 4787.787
4082.5 5 6817.256
4080 120 99.903
4100 120 117.395
4120 120 114.605
4070 100 289.027
4090 100 170.903
4110 100 188.181
4130 100 156.765
4150 100 168.704
4100 80 376.488
4120 80 482.549
4140 80 262.637
4160 80 251.327
4180 80 326.977
4170 60 641.073
4190 60 541.359
4210 60 563.790
4130 60 726.650
4150 60 605.071
4200 40 1688.920
4220 40 1216.425
4240 40 1151.080
4160 40 1379.787
4180 40 1648.708
4230 20 3091.327
4190 20 3983.539
4250 20 2877.699
4210 20 3543.717
4270 20 2185.292
4180 120 142.880
4200 120 95.793
4220 120 91.571
4170 100 166.190
4190 100 135.717
4210 100 199.491
4230 100 94.342
4250 100 124.093
4200 80 280.733
4220 80 249.065
4240 80 190.506
4260 80 138.733
4280 80 138.984
4270 60 366.435
4290 60 392.636
4310 60 300.273
4230 60 528.353
4250 60 410.543
4300 40 781.628
4320 40 880.903
4340 40 650.938
4260 40 1250.354
4280 40 1183.752
4330 20 2188.433
4290 20 1982.973
4350 20 2095.442
4310 20 2224.248
4370 20 1885.584
4280 120 263.140
4300 120 37.134
4320 120 51.308
4270 100 150.168
4290 100 80.990
4310 100 74.833
4330 100 51.239
4350 100 70.058
4300 80 147.529
4320 80 125.412
4340 80 145.770
4360 80 100.531
4380 80 123.653
4370 60 200.748
4390 60 198.674
4410 60 181.333
4330 60 286.702
4350 60 267.287
4400 40 632.088
4420 40 530.301
4440 40 527.788
4360 40 658.478
4380 40 625.805
4430 20 1874.274
4390 20 1656.248
4450 20 1996.168
4410 20 1827.779
4470 20 1889.982
4380 120 67.519
4400 120 154.189
4420 120 48.255
4370 100 149.854
4390 100 71.754
4410 100 68.958
4430 100 50.485
4450 100 39.615
4400 80 92.036
4420 80 79.218
4440 80 61.073
4460 80 51.975
4480 80 70.070
4470 60 135.717
4490 60 138.921
4510 60 126.104
4430 60 187.930
4450 60 136.471
4500 40 545.380
4520 40 476.894
4540 40 650.938
4460 40 552.920
4480 40 571.770
4530 20 2739.469
4490 20 2601.239
4550 20 2651.504
4510 20 1849.770
4570 20 2638.938
4480 120 47.501
4500 120 50.441
4520 120 51.271
4470 100 63.649
4490 100 46.810
4510 100 54.412
4530 100 43.354
4550 100 45.050
4500 80 55.820
4520 80 60.369
4540 80 57.403
4560 80 54.965
4580 80 71.126
4570 60 114.417
4590 60 130.816
4610 60 170.400
4530 60 168.704
4550 60 171.342
4600 40 443.593
4640 40 732.619
4560 40 642.142
4630 20 2978.230
4590 20 3267.256
4650 20 3242.124
4610 20 3204.425
4670 20 2613.805
4580 120 48.481
4600 120 44.862
4620 120 49.574
4570 100 48.663
4590 100 38.956
4610 100 50.485
4630 100 44.611
4650 100 66.288
4600 80 55.895
4620 80 52.276
4640 80 46.320
4660 80 98.269
4680 80 42.499
4670 60 139.675
4690 60 107.631
4710 60 98.395
4630 60 121.768
4650 60 145.142
4700 40 441.959
4720 40 483.303
4740 40 406.522
4660 40 664.761
4680 40 522.761
4730 20 2169.584
4690 20 2802.301
4750 20 1693.947
4710 20 2414.000
4770 20 1856.053
4680 120 41.884
4700 120 43.995
4720 120 58.207
4670 100 61.858
4690 100 42.129
4710 100 40.307
4730 100 45.113
4750 100 17.593
4700 80 52.578
4720 80 49.411
4740 80 52.452
4760 80 43.731
4780 80 74.870
4770 60 112.343
4790 60 98.583
4810 60 80.488
4730 60 102.353
4750 60 111.401
4800 40 346.204
4820 40 298.326
4840 40 351.858
4760 40 457.793
4780 40 362.665
4830 20 1944.018
4790 20 1491.628
4850 20 1852.283
4810 20 1946.531
4870 20 2069.053
4780 120 52.364
4800 120 40.828
4820 120 39.886
4770 100 64.120
4790 100 39.270
4810 100 37.228
4830 100 43.919
4850 100 27.552
4800 80 47.752
4820 80 64.591
4840 80 45.113
4860 80 46.697
4880 80 52.754
4870 60 83.881
4890 60 73.136
4910 60 67.915
4830 60 72.891
4850 60 66.011
4900 40 268.920
4920 40 244.416
4940 40 316.296
4860 40 339.795
4880 40 321.322
4930 20 1141.655
4890 20 1562.628
4950 20 1195.062
4910 20 1425.026
4970 20 1294.336
4880 120 41.054
4900 120 41.318
4920 120 39.735
4870 100 43.165
4890 100 37.291
4910 100 39.165
4930 100 39.301
4950 100 31.919
4900 80 40.740
4920 80 42.399
4940 80 27.194
4960 80 30.662
4980 80 33.024
4970 60 53.552
4990 60 51.836
5010 60 43.241
4930 60 73.268
4950 60 56.756
5000 40 149.791
5020 40 238.761
5040 40 187.742
4960 40 256.605
4980 40 142.628
5030 20 984.575
4990 20 1196.318
5050 20 801.106
5010 20 1208.257
5070 20 678.584
4980 120 40.677
5000 120 24.655
5020 120 33.477
4970 100 30.473
4990 100 29.719
5010 100 33.112
5030 100 30.662
5050 100 34.526
5000 80 33.954
5020 80 31.114
5040 80 30.285
5060 80 32.371
5080 80 36.895
5070 60 43.392
5090 60 40.357
5110 60 38.981
5030 60 44.617
5050 60 47.256
5100 40 109.076
5120 40 72.382
5140 40 53.407
5060 40 79.545
5080 40 100.028
5130 20 597.531
5090 20 736.389
5150 20 536.584
5110 20 588.734
5170 20 504.540
4945 30 382.646
5035 30 18.001
4955 30 588.106
5045 30 264.931
4965 30 697.434
5055 30 227.231
4975 30 501.398
4985 30 336.182
4995 30 357.765
5005 30 361.157
5015 30 552.292
5025 30 599.416
4940 20 982.690
5000 20 838.177
5060 20 801.734
4960 20 1041.124
5020 20 1289.310
4980 20 1368.478
5040 20 720.053
4922.5 15 1621.062
4967.5 15 1296.849
5012.5 15 1733.217
5057.5 15 1535.296
4927.5 15 1764.318
4972.5 15 1675.726
5017.5 15 1438.692
5062.5 15 1393.925
4932.5 15 1232.761
4977.5 15 2092.301
5022.5 15 1573.938
5067.5 15 1070.655
4937.5 15 1177.155
4982.5 15 2016.902
5027.5 15 1703.057
5072.5 15 935.880
4942.5 15 1329.836
4987.5 15 1716.252
5032.5 15 1517.389
5077.5 15 1006.566
4947.5 15 1722.378
4992.5 15 1462.254
5037.5 15 1316.170
4952.5 15 1793.535
4997.5 15 1337.376
5042.5 15 1187.993
4957.5 15 1862.807
5002.5 15 1654.991
5047.5 15 1053.690
4962.5 15 1440.577
5007.5 15 1860.451
5052.5 15 1327.480
4915 10 1627.345
4945 10 1935.221
4975 10 2010.619
5005 10 2362.478
5035 10 2167.699
5065 10 1840.973
4920 10 1960.354
4950 10 2199.115
4980 10 2381.327
5010 10 2224.248
5040 10 1828.407
5070 10 1727.876
4925 10 2086.018
4955 10 2368.761
4985 10 2280.796
5015 10 2450.442
5045 10 1614.779
5075 10 1451.416
4930 10 1526.814
4960 10 2236.814
4990 10 1507.964
5020 10 2343.628
5050 10 1878.672
5080 10 1884.956
4935 10 1545.664
4965 10 2337.345
4995 10 1564.513
5025 10 2475.575
5055 10 1702.743
5085 10 1985.487
4940 10 1614.779
4970 10 2130.000
5000 10 5171.062
5030 10 2582.389
5060 10 1809.557
4907.5 5 2824.292
4922.5 5 2513.274
4937.5 5 1749.867
4952.5 5 2949.956
4967.5 5 2463.009
4982.5 5 1853.540
4997.5 5 7806.858
5012.5 5 3342.655
5027.5 5 3502.876
5042.5 5 2032.610
5057.5 5 1998.053
5072.5 5 1957.212
5087.5 5 2475.575
4912.5 5 2441.017
4927.5 5 1955.641
4942.5 5 2249.380
4957.5 5 2613.805
4972.5 5 2506.991
4987.5 5 1680.752
5002.5 5 1932.079
5017.5 5 3333.230
5032.5 5 2861.991
5047.5 5 1705.885
5062.5 5 1910.088
5077.5 5 2287.079
5092.5 5 2664.071
4917.5 5 2287.079
4932.5 5 1881.814
4947.5 5 2211.681
4962.5 5 2905.973
4977.5 5 2123.717
4992.5 5 772.832
5007.5 5 2390.752
5022.5 5 3524.867
5037.5 5 2437.876
5052.5 5 1869.248
5067.5 5 2324.779
5082.5 5 2708.053
5080 120 44.636
5100 120 30.876
5120 120 32.044
5070 100 37.888
5090 100 34.149
5110 100 34.086
5130 100 33.238
5150 100 28.180
5100 80 36.141
5120 80 32.396
5140 80 25.133
5160 80 26.113
5180 80 25.560
5170 60 26.295
5190 60 27.916
5210 60 27.388
5130 60 32.120
5150 60 26.088
5200 40 42.713
5220 40 37.938
5240 40 39.157
5160 40 51.773
5180 40 47.212
5230 20 247.683
5190 20 344.319
5250 20 174.484
5210 20 280.858
5270 20 207.094
5180 120 32.233
5200 120 39.188
5220 120 34.985
5170 100 30.316
5190 100 30.882
5210 100 31.196
5230 100 34.683
5250 100 32.673
5200 80 27.420
5220 80 32.220
5240 80 28.375
5260 80 26.792
5280 80 27.948
5270 60 25.258
5290 60 24.881
5310 60 22.978
5230 60 31.121
5250 60 27.426
5300 40 27.294
5320 40 30.285
5340 40 27.621
5260 40 35.236
5280 40 30.913
5330 20 166.819
5290 20 181.019
5350 20 211.492
5310 20 215.827
5370 20 103.484
5280 120 34.532
5300 120 30.725
5320 120 31.667
5270 100 29.342
5290 100 27.740
5310 100 27.206
5330 100 28.494
5350 100 24.913
5300 80 25.309
5320 80 24.831
5340 80 52.527
5360 80 20.684
5380 80 21.891
5370 60 22.676
5390 60 18.963
5410 60 22.393
5330 60 22.563
5350 60 23.204
5400 40 26.176
5420 40 25.648
5440 40 29.694
5360 40 24.140
5380 40 31.981
5430 20 92.174
5390 20 138.670
5450 20 91.672
5410 20 87.650
5470 20 131.381
5245 30 59.376
5335 30 55.700
5255 30 70.120
5345 30 40.809
5265 30 67.104
5355 30 39.678
5275 30 70.874
5285 30 52.119
5295 30 53.344
5305 30 47.784
5315 30 52.496
5325 30 52.025
5240 20 226.572
5300 20 144.576
5360 20 163.677
5260 20 183.218
5320 20 245.044
5280 20 260.752
5340 20 137.790
5222.5 15 527.788
5267.5 15 413.748
5312.5 15 485.376
5357.5 15 372.279
5227.5 15 505.168
5272.5 15 492.916
5317.5 15 515.535
5362.5 15 336.936
5232.5 15 450.504
5277.5 15 377.462
5322.5 15 494.801
5367.5 15 310.075
5237.5 15 475.951
5282.5 15 388.301
5327.5 15 434.482
5372.5 15 372.279
5242.5 15 545.695
5287.5 15 366.624
5332.5 15 344.004
5377.5 15 278.031
5247.5 15 432.597
5292.5 15 393.956
5337.5 15 328.925
5252.5 15 382.646
5297.5 15 371.336
5342.5 15 468.411
5257.5 15 355.314
5302.5 15 311.018
5347.5 15 452.389
5262.5 15 379.819
5307.5 15 365.681
5352.5 15 448.619
5215 10 946.248
5245 10 1019.133
5275 10 605.699
5305 10 876.819
5335 10 961.956
5365 10 1007.823
5220 10 1029.186
5250 10 1059.345
5280 10 513.336
5310 10 848.858
5340 10 1002.482
5370 10 1034.841
5225 10 1188.150
5255 10 687.380
5285 10 857.655
5315 10 1024.788
5345 10 1099.557
5375 10 760.265
5230 10 953.159
5260 10 769.690
5290 10 632.717
5320 10 1063.743
5350 10 1048.035
5380 10 738.903
5235 10 806.133
5265 10 906.664
5295 10 779.743
5325 10 1109.611
5355 10 933.681
5385 10 936.195
5240 10 980.177
5270 10 904.779
5300 10 668.531
5330 10 1010.336
5360 10 738.903
5207.5 5 2038.894
5222.5 5 1976.062
5237.5 5 1504.823
5252.5 5 1366.593
5267.5 5 1548.805
5282.5 5 892.212
5297.5 5 945.619
5312.5 5 1884.956
5327.5 5 2208.540
5342.5 5 2086.018
5357.5 5 2312.212
5372.5 5 1979.203
5387.5 5 1954.071
5212.5 5 1687.035
5227.5 5 1762.433
5242.5 5 1712.168
5257.5 5 1394.867
5272.5 5 1014.734
5287.5 5 983.319
5302.5 5 1275.487
5317.5 5 1800.133
5332.5 5 1718.451
5347.5 5 2293.363
5362.5 5 1354.026
5377.5 5 1577.080
5392.5 5 1174.956
5217.5 5 1847.256
5232.5 5 1796.991
5247.5 5 1407.434
5262.5 5 1080.708
5277.5 5 1162.389
5292.5 5 813.672
5307.5 5 1146.681
5322.5 5 1917.942
5337.5 5 2104.867
5352.5 5 2032.610
5367.5 5 2101.725
5382.5 5 2095.442
5380 120 27.784
5400 120 32.421
5420 120 29.858
5370 100 23.373
5390 100 24.253
5410 100 27.897
5430 100 29.405
5450 100 26.484
5400 80 22.946
5420 80 26.490
5440 80 25.183
5460 80 26.440
5480 80 25.133
5470 60 22.733
5490 60 23.373
5510 60 19.227
5430 60 22.871
5450 60 23.355
5500 40 24.190
5520 40 24.253
5540 40 18.724
5460 40 32.459
5480 40 20.571
5530 20 72.194
5490 20 83.692
5550 20 38.642
5510 20 106.123
5570 20 61.198
5365 30 38.830
5455 30 20.122
5405 30 40.715
5415 30 33.788
5425 30 34.994
5400 20 109.202
5460 20 100.908
5420 20 83.755
5380 20 106.940
5440 20 87.336
5412.5 15 163.096
5457.5 15 195.093
5417.5 15 133.266
5462.5 15 248.814
5422.5 15 145.189
5467.5 15 215.827
5382.5 15 282.272
5427.5 15 158.054
5472.5 15 249.757
5387.5 15 251.642
5432.5 15 158.006
5477.5 15 250.699
