Pungwe tunnel project moving backwards
5
1
1386
1
0
345 50 1839
355 50 2335
365 50 2900
375 50 3467
385 50 3350
395 50 3245
405 50 2705
415 50 1980
425 50 1604
400 40 3327
410 40 3021
420 40 2268
430 40 1973
440 40 1818
350 40 1794
360 40 2127
370 40 2482
380 40 3410
390 40 3355
415 30 3142
425 30 2655
435 30 2508
445 30 2729
365 30 2016
455 30 3230
375 30 2287
385 30 3047
395 30 3702
405 30 3764
430 20 3068
380 20 2879
440 20 3323
390 20 3360
450 20 4109
400 20 3642
460 20 3517
410 20 4106
470 20 3028
420 20 3719
415 10 4060
445 10 4774
475 10 2939
395 10 4211
425 10 4496
455 10 3479
485 10 3063
405 10 3766
435 10 3275
465 10 3541
312.5 15 861.8
357.5 15 2375
317.5 15 996.8
362.5 15 2613
322.5 15 1132
367.5 15 2810
282.5 15 663.9
327.5 15 1384
372.5 15 3089
332.5 15 1640
377.5 15 3054
292.5 15 632
337.5 15 1737
297.5 15 672.3
342.5 15 1950
302.5 15 736.4
347.5 15 2184
307.5 15 856.1
352.5 15 2295
310 10 1374
340 10 3247
370 10 3400
290 10 811.7
320 10 1993
350 10 3326
380 10 3488
300 10 1680
330 10 2497
360 10 3426
297.5 5 4959
312.5 5 3804
327.5 5 5405
342.5 5 5734
357.5 5 4435
372.5 5 4076
387.5 5 4624
302.5 5 4170
317.5 5 4789
332.5 5 6144
347.5 5 4953
362.5 5 3791
377.5 5 4323
392.5 5 4583
307.5 5 4088
322.5 5 4919
337.5 5 5622
352.5 5 4343
367.5 5 4066
382.5 5 4019
380 120 2771
390 120 2756
400 120 2721
420 120 2523
365 110 2905
375 110 2769
385 110 2670
395 110 2593
415 110 2517
425 110 2094
435 110 1985
360 100 2977
370 100 3015
380 100 2706
390 100 2440
410 100 2292
420 100 1965
430 100 1754
440 100 1723
450 100 1596
375 90 2874
385 90 2610
405 90 2136
415 90 1801
425 90 1623
435 90 1484
445 90 1390
455 90 1415
465 90 1416
400 80 2203
410 80 1838
420 80 1548
430 80 1338
440 80 1169
450 80 1123
460 80 1260
480 80 1729
405 70 1985
415 70 1605
425 70 1294
435 70 1077
445 70 1015
465 70 1344
475 70 1671
485 70 1959
495 70 2322
470 60 1801
480 60 2169
490 60 2631
500 60 2815
510 60 2793
420 60 1478
430 60 1169
450 60 1090
460 60 1322
435 50 1337
445 50 1222
455 50 1467
465 50 2001
475 50 2518
485 50 2814
495 50 2842
505 50 2642
515 50 2117
525 50 1776
500 40 2382
510 40 2036
520 40 1598
530 40 1316
540 40 1042
450 40 1910
460 40 2545
470 40 2818
480 40 2974
490 40 2747
515 30 1476
525 30 1219
535 30 1027
545 30 811
465 30 3158
555 30 616.7
475 30 3054
485 30 2645
495 30 2441
505 30 1883
530 20 1023
480 20 2866
540 20 826.2
490 20 2567
550 20 616.4
500 20 2038
560 20 489.4
510 20 1566
570 20 512.6
520 20 1311
515 10 1964
545 10 1036
575 10 657
495 10 2594
525 10 1700
555 10 710.8
585 10 913.7
505 10 2220
535 10 1359
565 10 531
412.5 15 4135
457.5 15 3520
417.5 15 4931
462.5 15 3249
422.5 15 4099
467.5 15 3139
382.5 15 3171
427.5 15 3444
472.5 15 3109
432.5 15 2897
477.5 15 3026
392.5 15 3653
437.5 15 3330
397.5 15 3730
442.5 15 4118
402.5 15 3599
447.5 15 4812
407.5 15 3561
452.5 15 4026
410 10 3700
440 10 4774
470 10 3168
390 10 3902
420 10 5345
450 10 4070
480 10 3085
400 10 3979
430 10 3160
460 10 3294
397.5 5 4898
412.5 5 4209
427.5 5 4046
442.5 5 4984
457.5 5 3572
472.5 5 3667
487.5 5 3439
402.5 5 4593
417.5 5 4135
432.5 5 5031
447.5 5 4469
462.5 5 3485
477.5 5 3448
492.5 5 3813
407.5 5 4423
422.5 5 5411
437.5 5 4778
452.5 5 3957
467.5 5 3494
482.5 5 4138
480 120 1971
490 120 1997
500 120 2037
520 120 2161
465 110 1778
475 110 1793
485 110 1858
495 110 1952
515 110 2112
525 110 2161
535 110 2242
460 100 1601
470 100 1634
480 100 1693
490 100 1850
510 100 2247
520 100 2238
530 100 2286
540 100 2250
550 100 2238
475 90 1545
485 90 1788
505 90 2262
515 90 2306
525 90 2436
535 90 2366
545 90 2069
555 90 1919
565 90 1660
500 80 2328
510 80 2488
520 80 2663
530 80 2445
540 80 2101
550 80 1729
560 80 1474
580 80 1123
505 70 2711
515 70 2785
525 70 2469
535 70 2035
545 70 1551
565 70 1167
575 70 976.6
585 70 930.4
595 70 927.2
570 60 893.8
580 60 828.5
590 60 856.8
600 60 866.6
610 60 862.8
520 60 2364
530 60 1877
550 60 1218
560 60 1047
535 50 1401
545 50 1136
555 50 924.7
565 50 817
575 50 720
585 50 722.5
595 50 757.3
605 50 867.8
615 50 848.6
625 50 855.3
600 40 771.8
610 40 833.6
620 40 854.1
630 40 847.2
640 40 893.6
550 40 860.2
560 40 705.6
570 40 614.4
580 40 638.1
590 40 674.3
615 30 940.7
625 30 1017
635 30 1045
645 30 1133
565 30 511.4
655 30 1293
575 30 522.5
585 30 670.9
595 30 763.7
605 30 832.8
630 20 1509
580 20 577
640 20 1747
590 20 760.6
650 20 1891
600 20 989.5
660 20 1976
610 20 1193
670 20 2023
620 20 1337
615 10 2412
645 10 3079
675 10 3180
595 10 1411
625 10 2545
655 10 3098
685 10 3347
605 10 1683
635 10 2804
665 10 3386
512.5 15 1678
557.5 15 557.8
517.5 15 1575
562.5 15 569
522.5 15 1386
567.5 15 540.3
482.5 15 2801
527.5 15 1190
572.5 15 542.8
532.5 15 1089
577.5 15 578.1
492.5 15 2491
537.5 15 919.2
497.5 15 2245
542.5 15 800.8
502.5 15 2026
547.5 15 726.8
507.5 15 1892
552.5 15 605.8
510 10 2089
540 10 1351
570 10 608.4
490 10 2818
520 10 1958
550 10 823.5
580 10 741.6
500 10 2595
530 10 1498
560 10 660.8
497.5 5 3297
512.5 5 2904
527.5 5 2628
542.5 5 2012
557.5 5 765.8
572.5 5 1165
587.5 5 1941
502.5 5 3377
517.5 5 2940
532.5 5 2817
547.5 5 1668
562.5 5 646.8
577.5 5 1167
592.5 5 2167
507.5 5 3212
522.5 5 2918
537.5 5 2579
552.5 5 918.8
567.5 5 568.3
582.5 5 1703
580 120 1993
590 120 1887
600 120 1781
620 120 1677
565 110 2047
575 110 1909
585 110 1773
595 110 1587
615 110 1486
625 110 1479
635 110 1501
560 100 1956
570 100 1764
580 100 1602
590 100 1447
610 100 1301
620 100 1321
630 100 1335
640 100 1379
650 100 1398
575 90 1384
585 90 1296
605 90 1208
615 90 1195
625 90 1199
635 90 1240
645 90 1252
655 90 1254
665 90 1229
600 80 1081
610 80 1112
620 80 1162
630 80 1171
640 80 1118
650 80 1119
660 80 1136
680 80 1029
605 70 971.5
615 70 1032
625 70 1093
635 70 1124
645 70 1112
665 70 1001
675 70 930
685 70 860.8
695 70 827
670 60 922.7
680 60 799.5
690 60 751.9
700 60 707.3
710 60 699.2
620 60 943.5
630 60 1002
650 60 1130
660 60 1056
635 50 936.3
645 50 1053
655 50 1146
665 50 1171
675 50 1054
685 50 816.4
695 50 705.1
705 50 662
715 50 650
725 50 687.9
700 40 804.4
710 40 670.2
720 40 677.1
730 40 824.7
740 40 1033
650 40 1041
660 40 1224
670 40 1423
680 40 1472
690 40 1143
715 30 932.2
725 30 967.7
735 30 1304
745 30 1627
665 30 1486
755 30 1315
675 30 1844
685 30 2077
695 30 1705
705 30 1212
730 20 2016
680 20 2263
740 20 1951
690 20 2777
750 20 1486
700 20 2571
760 20 979.8
710 20 1940
770 20 521.4
720 20 1765
715 10 3314
745 10 2299
775 10 336
695 10 3425
725 10 3644
755 10 1478
785 10 348.8
705 10 3651
735 10 3063
765 10 938.4
612.5 15 1580
657.5 15 2551
617.5 15 1743
662.5 15 2395
622.5 15 1969
667.5 15 2333
582.5 15 636.4
627.5 15 1983
672.5 15 2507
632.5 15 1944
677.5 15 2616
592.5 15 966.1
637.5 15 2073
597.5 15 1113
642.5 15 2295
602.5 15 1273
647.5 15 2543
607.5 15 1415
652.5 15 2567
610 10 1923
640 10 2614
670 10 3381
590 10 1141
620 10 2570
650 10 3448
680 10 3349
600 10 1634
630 10 2808
660 10 2974
597.5 5 2491
612.5 5 2877
627.5 5 3694
642.5 5 3810
657.5 5 4024
672.5 5 5078
687.5 5 4301
602.5 5 2714
617.5 5 3325
632.5 5 4249
647.5 5 3841
662.5 5 5373
677.5 5 5092
692.5 5 3799
607.5 5 2846
622.5 5 3635
637.5 5 3885
652.5 5 4756
667.5 5 5192
682.5 5 4168
680 120 1539
690 120 1550
700 120 1543
720 120 1446
665 110 1477
675 110 1456
685 110 1427
695 110 1388
715 110 1314
725 110 1223
735 110 1181
660 100 1402
670 100 1344
680 100 1298
690 100 1272
710 100 1237
720 100 1112
730 100 1047
740 100 1011
750 100 994.1
675 90 1198
685 90 1155
705 90 1131
715 90 1043
725 90 947.9
735 90 902.2
745 90 868.6
755 90 844.8
765 90 918
700 80 981.6
710 80 940.6
720 80 922.7
730 80 817.3
740 80 786.9
750 80 789.7
760 80 815
780 80 872.6
705 70 823
715 70 810.2
725 70 797.1
735 70 771.3
745 70 739.5
765 70 800.2
775 70 849.5
785 70 772.2
795 70 685.3
770 60 837.7
780 60 767.1
790 60 617
800 60 577.2
810 60 581
720 60 728.3
730 60 752
750 60 776.3
760 60 844.8
735 50 753.1
745 50 844.9
755 50 955.6
765 50 974.2
775 50 806.5
785 50 530.5
795 50 493.9
805 50 477.2
815 50 495.4
825 50 570.1
800 40 398.5
810 40 398.1
820 40 439.7
830 40 480.4
840 40 495.1
750 40 1173
760 40 1171
770 40 831.7
780 40 486.8
790 40 411.5
815 30 328.4
825 30 376.5
835 30 523.3
845 30 531
765 30 844.3
855 30 478.7
775 30 460.9
785 30 353.9
795 30 356.8
805 30 336.9
830 20 388.6
780 20 320.6
840 20 731.8
790 20 260
850 20 946.8
800 20 260.1
860 20 781.5
810 20 318.4
870 20 583.5
820 20 306.6
815 10 246.7
845 10 1551
875 10 2996
795 10 240.8
825 10 279.3
855 10 2470
885 10 3260
805 10 250
835 10 918.9
865 10 3296
712.5 15 2436
757.5 15 1152
717.5 15 2368
762.5 15 845.2
722.5 15 2670
767.5 15 569.4
682.5 15 2635
727.5 15 2759
772.5 15 398.8
732.5 15 2733
777.5 15 324.4
692.5 15 3212
737.5 15 2317
697.5 15 3225
742.5 15 1946
702.5 15 3225
747.5 15 1635
707.5 15 2789
752.5 15 1468
710 10 3576
740 10 2657
770 10 508.1
690 10 3248
720 10 3497
750 10 1797
780 10 334.4
700 10 3739
730 10 3634
760 10 1127
697.5 5 4560
712.5 5 4973
727.5 5 5183
742.5 5 3372
757.5 5 2019
772.5 5 770
787.5 5 611.9
702.5 5 4605
717.5 5 4884
732.5 5 4304
747.5 5 3204
762.5 5 1730
777.5 5 1079
792.5 5 322.3
707.5 5 4795
722.5 5 5019
737.5 5 4137
752.5 5 2946
767.5 5 1134
782.5 5 765
780 120 1452
790 120 1595
800 120 1669
820 120 1760
765 110 1183
775 110 1245
785 110 1321
795 110 1425
815 110 1526
825 110 1549
835 110 1622
760 100 1022
770 100 1074
780 100 1145
790 100 1173
810 100 1320
820 100 1354
830 100 1376
840 100 1478
850 100 1483
775 90 995.3
785 90 999.5
805 90 1121
815 90 1154
825 90 1201
835 90 1226
845 90 1271
855 90 1321
865 90 1306
800 80 901
810 80 955.7
820 80 1031
830 80 1048
840 80 1047
850 80 1066
860 80 1090
880 80 1079
805 70 713.4
815 70 795.2
825 70 848.1
835 70 879.5
845 70 890.9
865 70 910.4
875 70 879.3
885 70 788.5
895 70 820.9
870 60 743.6
880 60 676.3
890 60 626.7
900 60 695.7
910 60 864.5
820 60 655.4
830 60 708.2
850 60 724.4
860 60 875.6
835 50 593.2
845 50 572.8
855 50 582.7
865 50 636.3
875 50 566.6
885 50 523.5
895 50 509
905 50 560.4
915 50 639.2
925 50 805.5
900 40 390.1
910 40 458.9
920 40 512
930 40 638.4
940 40 812.7
850 40 483.8
860 40 462
870 40 451.5
880 40 397.3
890 40 389.8
915 30 360.7
925 30 438.3
935 30 450.4
945 30 642
865 30 369.1
955 30 969
875 30 327.1
885 30 356.6
895 30 479.6
905 30 384.5
930 20 318.4
880 20 728.9
940 20 410.8
890 20 852.6
950 20 493.9
900 20 722.6
960 20 934.3
910 20 467.8
970 20 1632
920 20 326.6
915 10 965.7
945 10 469.7
975 10 2570
895 10 2011
925 10 739.3
955 10 546.4
985 10 2212
905 10 1643
935 10 645.1
965 10 1203
812.5 15 282.7
857.5 15 1389
817.5 15 290.5
862.5 15 1552
822.5 15 278.5
867.5 15 1497
782.5 15 301.7
827.5 15 312.8
872.5 15 1438
832.5 15 509.8
877.5 15 1524
792.5 15 226.6
837.5 15 809.7
797.5 15 230.6
842.5 15 996.7
802.5 15 265.3
847.5 15 1188
807.5 15 283.9
852.5 15 1299
810 10 259.4
840 10 1463
870 10 3242
790 10 277.2
820 10 236.6
850 10 1772
880 10 3056
800 10 240.2
830 10 330.4
860 10 3063
797.5 5 248.6
812.5 5 334.5
827.5 5 269.1
842.5 5 3276
857.5 5 5460
872.5 5 5442
887.5 5 5043
802.5 5 246.4
817.5 5 331.1
832.5 5 516.1
847.5 5 3920
862.5 5 5227
877.5 5 5508
892.5 5 4492
807.5 5 290.1
822.5 5 340.3
837.5 5 1676
852.5 5 5152
867.5 5 5800
882.5 5 5431
860 100 1507
870 100 1522
875 90 1279
885 90 1371
900 80 1257
905 70 1032
915 70 1183
920 60 978.6
930 60 1157
935 50 970.1
945 50 1429
950 40 1216
960 40 2146
965 30 1760
975 30 2352
980 20 1818
990 20 2369
995 10 3530
1005 10 4475
912.5 15 609
957.5 15 632.7
917.5 15 446.3
962.5 15 1014
922.5 15 325.5
967.5 15 1498
882.5 15 1570
927.5 15 330.8
972.5 15 1772
932.5 15 355.5
977.5 15 1730
892.5 15 1436
937.5 15 376.7
897.5 15 1125
942.5 15 348.6
902.5 15 885.7
947.5 15 381.2
907.5 15 792.8
952.5 15 484.5
910 10 1225
940 10 520.5
970 10 1708
890 10 2665
920 10 781.8
950 10 473
980 10 2192
900 10 1771
930 10 727.8
960 10 797.9
897.5 5 3612
912.5 5 2853
927.5 5 2305
942.5 5 1791
957.5 5 973.1
972.5 5 2029
987.5 5 3872
902.5 5 3412
917.5 5 2914
932.5 5 2828
947.5 5 1174
962.5 5 1194
977.5 5 3249
992.5 5 4770
907.5 5 2954
922.5 5 2935
937.5 5 1831
952.5 5 1164
967.5 5 1855
982.5 5 3544
982.5 15 1782
992.5 15 2402
997.5 15 3376
1002.5 15 4522
1010 10 5397
990 10 2803
1000 10 3369
997.5 5 4289
1012.5 5 5280
1002.5 5 4211
1017.5 5 6668
1007.5 5 4900
2
83
0 1757
50.6 1753.7
61.66864 1753
85.22011 1751.6
104 1749.5
125.3 1747.6
147.6559 1747
167.8771 1745.7
186.9466 1742.8
205.9 1739.4
228.1911 1736.7
249.8808 1733.9
259.29 1728.5
266.2986 1724.6
272.6283 1723.6
282.3469 1723.2
287.5645 1726.1
310.6 1727
330.5838 1728.3
354.0271 1730.8
382.6603 1738
406 1748.6
427.6246 1759.9
433.8154 1760.9
444.4179 1759.7
461.4 1755.7
472.382 1751.4
482.3209 1747.3
491.2745 1743.5
494.152 1741.7
504.6914 1737.3
517.058 1733.1
531.2612 1730.6
548.4947 1728.7
558.222 1726.8
559 1726.9
573.6978 1729.1
582.0803 1731
592.4391 1733.3
603.6694 1736.1
613.8 1738.5
622.7813 1740.4
624.89 1741.5
633.3769 1744.2
643.9997 1746.8
652.1706 1749.2
664 1752.1
675.6563 1754.1
686.6054 1756
695.5826 1757.9
706.9902 1760.9
711.2119 1761.5
718.5 1761.3
728.5818 1758.2
737.5958 1754.1
745.3953 1750.6
750 1748.9
759.8873 1745.3
767.167 1740.7
782.7 1736.4
790.957 1734.3
813 1732
820.5826 1731
827.2814 1729.9
831.6264 1729.3
836.6256 1729.9
843.3 1729.7
849.9474 1730.3
859.0882 1731.2
873.5 1731.3
881.678 1729.7
895.7838 1725.6
904.3 1722.3
914.4059 1720
949.1424 1715.7
954.3645 1715
965 1717.3
972.4995 1717.6
985.1475 1718.9
995.5 1717.3
1007.039 1715
1027.124 1709
1045 1701.1
1
0
0
0
0
